Age,Job,Marital,Education,Default,Annual Balance,Loan (Housing loan / Personal loan),Last Contact Duration,# Contacts Currently,# Contacts Previously,Days Since Last Contacted,Outcomes for Previous Marketing Campaign,Predicted Subscription for Current Campaign
23,blue-collar,single,secondary,no,0,H-,6,5,2,350,failure,no
32,blue-collar,single,primary,no,1918,H-,318,1,1,172,failure,no
53,admin.,married,primary,no,0,H-,86,1,3,298,failure,no
40,management,married,secondary,no,408,H-,80,1,4,322,failure,no
38,admin.,divorced,secondary,no,859,HP,52,1,4,302,failure,no
36,services,married,secondary,no,0,H-,346,1,1,368,failure,no
47,blue-collar,married,secondary,no,265,H-,144,2,1,368,failure,no
51,management,divorced,secondary,no,-35,H-,498,1,5,263,failure,no
44,technician,married,secondary,no,227,HP,364,1,2,262,failure,no
31,management,single,secondary,no,1090,H-,50,1,1,303,failure,no
51,blue-collar,divorced,secondary,no,203,H-,134,1,5,170,failure,no
45,services,married,secondary,no,972,H-,343,1,3,282,failure,no
41,retired,single,primary,no,0,--,239,1,2,368,failure,no
50,technician,married,unknown,no,-287,H-,92,1,1,347,failure,no
42,management,married,tertiary,no,0,H-,88,1,1,360,failure,no
33,blue-collar,single,secondary,no,1925,H-,87,2,2,67,failure,no
38,blue-collar,single,secondary,no,238,H-,86,1,2,366,failure,no
36,blue-collar,married,secondary,no,0,H-,91,2,2,170,failure,no
44,admin.,married,secondary,yes,-204,H-,105,1,2,347,failure,no
44,blue-collar,married,secondary,no,1343,HP,414,2,2,287,failure,no
46,blue-collar,single,secondary,no,-100,H-,445,2,1,303,failure,no
37,blue-collar,married,primary,no,403,H-,318,2,1,338,success,no
40,housemaid,single,primary,no,109,H-,308,1,3,367,failure,no
35,services,married,secondary,no,70,HP,197,1,4,350,failure,no
42,management,married,tertiary,no,4,H-,579,2,1,295,success,yes
41,blue-collar,married,primary,no,0,H-,171,1,1,368,failure,no
47,services,married,secondary,no,759,H-,75,1,2,323,failure,no
37,blue-collar,divorced,secondary,no,638,H-,326,1,2,326,success,no
45,technician,married,secondary,no,0,--,166,1,1,340,failure,no
42,admin.,married,secondary,no,3279,H-,261,1,1,344,failure,no
37,technician,married,unknown,no,88,HP,66,1,2,308,failure,no
43,technician,married,secondary,no,0,-P,9,2,5,172,failure,no
52,blue-collar,married,secondary,no,26,H-,191,2,1,368,failure,no
57,management,married,tertiary,no,830,HP,662,1,1,367,success,yes
34,technician,single,secondary,no,268,H-,248,1,9,343,failure,no
46,entrepreneur,married,secondary,no,245,H-,78,1,3,359,failure,no
42,blue-collar,married,primary,no,258,H-,18,1,1,366,failure,no
32,blue-collar,married,primary,no,0,HP,82,2,4,361,failure,no
40,technician,single,secondary,no,287,H-,69,1,3,298,failure,no
56,management,married,tertiary,no,935,H-,209,2,1,172,failure,no
36,blue-collar,married,secondary,no,0,H-,171,1,3,172,failure,no
36,management,single,tertiary,no,1531,H-,81,3,1,170,failure,no
40,management,single,tertiary,no,-222,H-,291,1,1,337,failure,no
40,blue-collar,married,secondary,no,280,H-,435,2,3,340,failure,no
40,services,married,unknown,no,-516,H-,272,1,2,364,failure,no
36,blue-collar,married,secondary,no,535,H-,121,1,3,343,failure,no
45,admin.,married,unknown,no,-299,H-,154,2,1,350,failure,no
39,technician,single,secondary,no,1685,H-,319,1,1,368,failure,no
49,blue-collar,married,secondary,no,-202,HP,608,2,5,170,failure,no
46,admin.,divorced,secondary,no,-637,H-,218,1,1,172,failure,no
52,technician,married,secondary,no,337,H-,247,1,4,261,failure,no
48,admin.,married,unknown,no,0,H-,85,1,2,168,failure,no
34,blue-collar,married,secondary,no,0,H-,325,1,2,170,failure,no
37,admin.,married,secondary,no,1314,H-,682,2,7,85,success,no
46,management,married,tertiary,no,740,H-,462,1,2,359,failure,no
32,blue-collar,single,secondary,no,2696,H-,238,6,3,169,failure,no
28,services,single,secondary,no,430,H-,158,2,2,350,failure,no
44,technician,single,secondary,no,293,H-,345,2,1,358,failure,no
34,technician,single,secondary,no,1866,--,134,3,1,185,failure,no
41,unemployed,single,secondary,no,75,H-,103,2,1,344,failure,no
37,management,single,tertiary,no,4543,H-,137,1,5,340,failure,no
31,student,single,tertiary,no,25,H-,85,2,2,368,failure,no
31,blue-collar,divorced,primary,no,1,H-,36,5,9,336,failure,no
44,management,married,secondary,no,438,H-,37,3,1,303,failure,no
38,technician,divorced,secondary,no,566,H-,44,2,2,275,failure,no
57,technician,divorced,primary,no,13,H-,323,2,2,368,failure,no
31,blue-collar,divorced,secondary,no,-209,H-,154,3,2,367,failure,no
55,management,divorced,tertiary,no,481,H-,147,2,3,298,failure,no
48,admin.,married,secondary,no,257,H-,186,4,11,358,failure,no
53,admin.,married,secondary,no,4493,--,286,2,3,168,failure,no
36,technician,divorced,secondary,no,515,HP,104,4,3,252,failure,no
39,services,married,secondary,no,-762,HP,40,6,2,343,failure,no
50,management,married,tertiary,no,-470,H-,506,2,3,170,failure,no
56,blue-collar,single,primary,no,39,H-,191,2,5,347,failure,no
31,housemaid,single,secondary,no,49,H-,187,3,2,360,failure,no
41,technician,married,secondary,no,2576,HP,296,5,11,361,failure,no
52,blue-collar,married,primary,no,863,--,224,2,3,170,failure,no
45,management,divorced,tertiary,no,2237,H-,128,3,2,322,failure,no
40,blue-collar,married,secondary,no,498,H-,55,2,4,298,failure,no
47,retired,married,primary,no,1374,-P,479,2,3,359,failure,yes
43,blue-collar,married,secondary,no,490,H-,216,2,2,368,failure,no
36,technician,married,secondary,no,23,H-,152,2,1,347,failure,no
35,student,married,tertiary,no,387,H-,1024,3,3,347,failure,yes
30,blue-collar,married,secondary,no,23,H-,129,2,4,359,failure,no
42,management,married,tertiary,no,-556,HP,682,3,3,347,failure,yes
39,admin.,married,secondary,no,0,H-,283,3,5,296,failure,no
36,blue-collar,married,primary,no,0,H-,108,2,2,367,failure,no
32,blue-collar,married,secondary,no,95,H-,265,4,2,337,failure,no
34,admin.,married,secondary,no,471,H-,146,3,2,340,failure,no
52,management,single,tertiary,no,824,--,466,1,2,354,failure,no
36,blue-collar,married,secondary,no,153,H-,263,1,2,171,failure,no
38,blue-collar,married,secondary,no,395,H-,83,1,2,367,failure,no
44,technician,single,secondary,no,140,H-,324,2,2,268,failure,no
39,services,married,primary,no,324,H-,340,2,4,312,failure,no
41,blue-collar,married,secondary,no,211,H-,546,3,4,368,failure,no
44,technician,divorced,secondary,no,177,H-,364,1,3,365,failure,no
42,management,married,secondary,no,3018,H-,288,3,2,172,failure,no
29,management,single,tertiary,no,572,H-,72,6,1,181,success,no
34,admin.,divorced,secondary,no,140,H-,81,2,1,365,failure,no
42,services,married,secondary,no,714,HP,211,1,5,358,failure,no
42,admin.,divorced,secondary,no,256,--,322,1,1,323,failure,no
46,admin.,divorced,primary,no,1807,H-,62,3,2,339,failure,no
36,technician,married,secondary,no,432,H-,61,3,2,255,failure,no
55,management,married,tertiary,no,1402,H-,125,2,1,175,failure,no
43,blue-collar,married,secondary,no,704,H-,28,2,1,306,failure,no
57,self-employed,married,primary,no,-34,HP,108,6,2,371,failure,no
60,admin.,married,secondary,no,-396,H-,443,1,1,350,failure,no
44,admin.,divorced,secondary,no,738,H-,55,1,8,171,failure,no
45,blue-collar,married,primary,no,0,H-,64,1,7,362,failure,no
54,entrepreneur,married,primary,no,943,HP,194,1,2,340,failure,no
38,services,married,secondary,no,741,H-,363,1,2,343,failure,no
40,blue-collar,married,secondary,no,6767,H-,431,1,2,172,failure,no
47,technician,married,secondary,no,-59,HP,502,1,2,343,failure,no
35,management,single,secondary,no,356,H-,7,5,12,171,failure,no
36,technician,married,secondary,no,483,H-,179,1,2,304,failure,no
50,admin.,married,secondary,no,284,H-,106,1,3,278,failure,no
44,admin.,single,secondary,no,985,HP,9,7,19,325,failure,no
43,management,divorced,tertiary,no,221,H-,313,1,2,369,failure,no
35,technician,divorced,tertiary,no,4515,H-,66,3,2,173,failure,no
37,blue-collar,married,primary,no,0,--,108,2,1,306,failure,no
38,blue-collar,divorced,secondary,no,0,H-,580,1,1,173,failure,no
39,entrepreneur,single,tertiary,no,243,-P,128,3,1,371,failure,no
35,management,divorced,tertiary,no,434,H-,277,1,2,271,success,no
45,blue-collar,married,primary,no,1265,H-,40,8,1,299,success,no
41,admin.,single,secondary,no,-109,HP,1038,1,1,370,failure,yes
54,management,married,tertiary,no,7249,HP,346,1,3,96,failure,no
41,blue-collar,married,primary,no,236,H-,65,1,2,356,failure,no
29,blue-collar,married,secondary,no,228,H-,12,8,9,342,failure,no
49,admin.,divorced,secondary,no,-212,HP,469,1,1,350,failure,no
29,technician,divorced,secondary,no,477,HP,58,1,1,305,failure,no
36,entrepreneur,single,secondary,no,866,H-,629,1,1,173,failure,yes
35,student,single,tertiary,no,873,H-,197,1,2,277,failure,no
30,student,single,secondary,no,948,H-,150,1,2,370,failure,no
43,management,divorced,tertiary,no,580,H-,1514,1,2,284,failure,yes
46,blue-collar,married,primary,no,101,H-,422,1,5,364,success,no
32,technician,married,secondary,no,367,H-,214,2,3,276,failure,no
40,housemaid,married,primary,no,4904,H-,248,1,1,356,failure,no
39,admin.,married,secondary,no,3047,H-,279,1,2,370,failure,no
36,blue-collar,married,secondary,no,-461,--,254,2,1,353,failure,no
42,blue-collar,married,secondary,no,4900,H-,231,1,2,284,failure,no
33,services,married,secondary,no,4789,HP,220,1,4,339,failure,no
42,admin.,married,secondary,no,-396,H-,80,1,4,308,failure,no
45,management,divorced,tertiary,no,839,H-,340,1,4,264,failure,no
37,admin.,divorced,secondary,no,295,HP,202,3,2,265,failure,no
44,management,married,tertiary,no,-8,H-,472,1,2,356,failure,no
51,admin.,single,secondary,no,726,H-,409,1,8,14,success,no
41,technician,married,secondary,no,-312,H-,90,1,1,348,failure,no
41,admin.,single,unknown,no,419,H-,442,1,3,370,failure,no
43,services,divorced,unknown,no,-291,H-,277,1,2,301,failure,no
55,admin.,married,tertiary,no,59,H-,51,1,1,305,failure,no
30,blue-collar,divorced,primary,no,2597,H-,49,1,3,349,failure,no
39,technician,single,secondary,no,283,H-,369,2,1,350,failure,no
31,technician,single,secondary,no,0,H-,163,1,1,370,failure,no
43,services,single,secondary,no,518,H-,295,1,1,370,failure,no
47,blue-collar,married,secondary,no,71,H-,170,1,1,370,failure,no
54,technician,divorced,secondary,no,1252,H-,101,1,1,350,failure,no
40,management,married,tertiary,no,-17,HP,474,1,1,256,success,yes
40,blue-collar,married,primary,no,98,H-,240,2,5,343,failure,no
49,blue-collar,divorced,primary,no,24,H-,701,1,1,362,success,yes
33,blue-collar,married,secondary,no,358,--,231,1,1,350,failure,no
23,student,single,secondary,no,2412,H-,239,5,2,367,failure,no
35,services,married,secondary,no,2048,H-,219,1,2,173,failure,no
56,technician,married,secondary,no,150,HP,102,6,1,349,failure,no
34,blue-collar,married,secondary,no,-10,H-,216,1,1,370,failure,no
55,retired,divorced,secondary,no,13,H-,190,1,2,300,failure,no
43,blue-collar,divorced,secondary,no,898,H-,405,1,3,174,failure,no
41,services,married,unknown,no,88,H-,105,1,2,336,failure,no
49,blue-collar,married,unknown,no,100,H-,143,2,1,347,failure,no
32,unemployed,married,secondary,no,314,H-,18,6,10,172,success,no
55,blue-collar,married,secondary,no,2059,H-,149,1,4,259,failure,no
37,services,married,secondary,no,321,H-,222,2,2,300,failure,no
38,admin.,single,secondary,no,3049,HP,225,1,1,347,failure,no
44,services,divorced,secondary,no,0,H-,151,2,2,370,failure,no
58,admin.,divorced,secondary,no,3058,H-,114,1,1,368,failure,no
40,technician,single,secondary,no,3,HP,154,1,9,305,failure,no
51,blue-collar,divorced,primary,no,602,H-,347,1,2,284,failure,no
51,management,single,tertiary,yes,-55,H-,281,2,6,266,failure,no
39,blue-collar,married,secondary,no,1403,--,214,8,2,326,failure,no
38,management,single,tertiary,no,493,H-,553,1,7,367,failure,no
41,blue-collar,married,secondary,no,306,H-,86,1,2,369,failure,no
43,services,married,secondary,no,-416,HP,114,1,3,301,failure,no
39,services,single,secondary,no,322,H-,35,1,1,350,failure,no
42,blue-collar,married,secondary,no,1449,H-,177,1,1,173,failure,no
32,management,divorced,tertiary,no,1145,H-,580,1,4,350,success,no
41,admin.,married,secondary,no,1395,HP,85,1,2,308,failure,no
36,entrepreneur,married,secondary,no,0,H-,187,1,1,174,failure,no
37,management,married,tertiary,no,293,H-,304,1,4,349,failure,no
34,admin.,single,secondary,no,0,H-,66,1,3,301,failure,no
44,management,married,tertiary,no,0,H-,78,2,3,264,failure,no
35,blue-collar,married,unknown,no,245,H-,134,2,1,370,failure,no
45,blue-collar,married,primary,no,503,H-,313,1,2,369,failure,no
37,admin.,single,secondary,no,20,H-,207,1,1,370,failure,no
32,services,single,secondary,no,-23,--,185,1,1,305,failure,no
37,blue-collar,married,secondary,no,223,H-,552,2,2,301,failure,no
33,blue-collar,married,secondary,no,2366,H-,249,1,2,356,failure,no
57,services,married,secondary,no,5486,H-,86,7,3,285,failure,no
50,admin.,married,secondary,no,326,H-,124,1,2,369,failure,no
37,admin.,single,secondary,no,-17,H-,400,2,2,340,failure,no
37,blue-collar,married,secondary,no,771,H-,262,2,4,367,failure,no
27,blue-collar,single,secondary,no,100,H-,177,4,1,367,failure,no
52,services,married,secondary,no,-178,HP,124,2,1,347,failure,no
31,self-employed,married,secondary,no,2153,H-,239,3,1,172,failure,no
58,unemployed,married,secondary,no,3867,H-,159,1,2,364,failure,no
58,services,married,secondary,no,1301,H-,261,1,2,286,failure,no
52,services,married,secondary,no,540,H-,154,2,2,340,failure,no
35,services,married,secondary,no,-315,H-,330,2,2,368,failure,no
38,management,married,tertiary,no,-120,H-,148,1,2,367,failure,no
43,admin.,single,secondary,no,426,H-,76,2,2,304,failure,no
38,services,married,secondary,no,5293,H-,475,1,6,171,failure,yes
33,blue-collar,divorced,primary,no,142,H-,41,2,5,300,failure,no
50,entrepreneur,married,primary,no,199,--,228,2,2,363,failure,no
39,technician,married,secondary,no,381,H-,758,1,2,347,failure,no
35,blue-collar,single,secondary,no,0,H-,371,1,1,305,failure,no
44,management,married,tertiary,no,254,HP,145,2,3,300,failure,no
35,blue-collar,married,primary,no,-367,H-,77,1,1,350,failure,no
56,retired,married,secondary,no,102,H-,267,1,1,369,failure,no
44,blue-collar,married,secondary,no,1071,H-,143,3,1,357,failure,no
37,admin.,divorced,secondary,no,246,H-,288,1,2,360,failure,no
33,admin.,divorced,secondary,no,-331,HP,186,2,3,350,failure,no
47,technician,married,secondary,no,1571,H-,261,1,2,369,failure,no
40,services,married,secondary,no,695,H-,270,1,10,348,failure,no
34,blue-collar,single,secondary,no,213,H-,47,1,2,343,failure,no
39,services,married,secondary,no,1005,HP,204,1,2,336,failure,no
48,blue-collar,married,secondary,no,7985,H-,232,2,1,347,failure,no
36,blue-collar,divorced,primary,yes,0,H-,97,2,1,305,failure,no
57,technician,married,secondary,no,124,H-,296,1,12,287,failure,no
25,self-employed,single,tertiary,no,931,H-,263,2,4,348,failure,no
34,admin.,single,secondary,no,395,H-,150,2,8,364,failure,no
38,services,married,secondary,no,0,HP,125,2,2,304,failure,no
42,blue-collar,married,secondary,yes,-204,H-,34,1,7,361,failure,no
44,blue-collar,divorced,secondary,no,370,H-,128,1,1,369,failure,no
33,management,single,tertiary,no,48,H-,400,1,5,173,failure,no
37,technician,married,primary,no,1653,HP,285,2,10,349,failure,no
57,technician,divorced,secondary,no,99,H-,133,2,2,370,failure,no
39,technician,married,secondary,no,27,H-,147,3,4,342,failure,no
34,services,married,secondary,no,-333,H-,218,4,5,285,failure,no
35,services,single,secondary,no,313,H-,195,2,3,301,failure,no
48,services,married,primary,no,222,H-,127,2,1,369,failure,no
35,management,married,tertiary,no,244,H-,155,2,1,173,failure,no
55,management,married,tertiary,no,154,--,70,2,3,367,failure,no
31,blue-collar,single,secondary,no,1598,H-,152,2,1,305,success,no
36,blue-collar,single,secondary,no,219,HP,270,2,1,347,failure,no
59,services,married,secondary,no,0,H-,437,2,5,361,failure,no
46,admin.,divorced,secondary,no,875,HP,269,3,2,353,failure,no
53,blue-collar,married,primary,no,238,H-,238,2,5,361,failure,no
48,services,single,secondary,yes,-470,H-,410,2,11,292,failure,no
35,technician,married,secondary,no,6,H-,204,2,2,348,failure,no
49,management,single,secondary,no,-18,H-,217,3,4,264,failure,no
50,entrepreneur,married,tertiary,no,388,H-,258,4,2,329,failure,no
44,admin.,single,secondary,no,-497,H-,115,2,2,370,failure,no
46,blue-collar,married,secondary,no,2603,HP,50,3,2,277,failure,no
45,services,married,secondary,no,744,H-,211,2,1,347,failure,no
51,admin.,married,unknown,no,-1137,HP,567,3,1,325,failure,no
44,blue-collar,married,primary,no,953,H-,772,2,1,357,failure,no
55,blue-collar,married,unknown,no,-361,H-,82,2,1,350,failure,no
37,blue-collar,married,secondary,no,1165,H-,304,3,7,173,failure,no
35,blue-collar,married,primary,no,151,H-,301,2,6,298,failure,no
40,housemaid,married,secondary,no,4136,H-,508,3,5,173,failure,no
41,blue-collar,married,secondary,no,2067,H-,208,4,4,325,failure,no
50,blue-collar,married,primary,no,0,H-,503,3,2,339,failure,no
34,blue-collar,married,secondary,no,10,HP,196,2,1,356,failure,no
56,services,divorced,secondary,no,141,H-,63,2,2,370,failure,no
43,blue-collar,married,primary,no,0,H-,48,3,4,285,failure,no
36,blue-collar,married,secondary,no,-185,H-,167,2,2,350,failure,no
36,blue-collar,single,primary,no,109,H-,200,2,2,370,failure,no
42,management,married,secondary,no,218,H-,134,2,1,361,failure,no
43,admin.,single,secondary,no,277,H-,315,2,1,363,failure,no
59,entrepreneur,married,tertiary,no,146,H-,97,3,6,365,failure,no
33,services,single,secondary,no,310,H-,54,2,1,371,failure,no
54,blue-collar,married,primary,no,0,H-,77,4,2,341,failure,no
34,blue-collar,married,secondary,no,0,HP,34,2,12,288,failure,no
41,blue-collar,married,secondary,no,-648,H-,104,3,2,172,failure,no
41,management,married,tertiary,no,4063,H-,14,5,2,172,failure,no
58,retired,married,secondary,no,502,H-,197,2,3,370,failure,no
41,retired,single,secondary,no,1734,H-,151,2,4,343,failure,no
50,retired,married,secondary,no,8648,--,731,3,1,176,failure,yes
54,technician,married,secondary,no,87,H-,20,8,9,350,failure,no
43,technician,married,tertiary,no,591,H-,123,4,2,277,failure,no
34,retired,married,secondary,no,165,--,99,1,1,370,failure,no
35,blue-collar,married,unknown,no,-465,--,158,1,1,351,failure,no
34,admin.,divorced,secondary,no,479,H-,515,1,5,350,failure,yes
40,blue-collar,married,primary,no,780,H-,206,1,1,357,failure,no
41,blue-collar,married,primary,no,254,H-,25,1,3,309,failure,no
